utterance,Label
what is the name of the sea located between spain and north africa,1
what is the capital of peru,1
what is the name of the sea located between russia and korea,1
what is the capital of russia,1
what is the name of the sea located between saudi arabia and iran,1
what is the capital of spain,1
what is the name of the sea located between taiwan and the philippines,1
what is the capital of sweden,1
what is the longest river in africa,1
what is the highest mountain peak in north america,1
what is the largest desert in the world,1
what is the smallest country in the world by land area,1
what is the largest country in south america by land area,1
what is the highest mountain peak in europe,1
what is the deepest ocean trench in the world,1
what is the largest island in the world by land area,1
what is the largest country in africa by land area,1
what is the largest river in south america by volume,1
what is the name of the mountain range that runs along the western coast of south america,1
what is the name of the highest mountain peak in the world,1
what is the name of the largest river in asia,1
what is the name of the body of water that separates asia and north america,1
what is the name of the capital of turkey,1
what is the name of the country that borders both the pacific and atlantic oceans,1
what is the name of the country that has the longest coastline in the world,1
what is the name of the country that is the largest producer of coffee in the world,1
what is the name of the country that has the most pyramids in the world,1
what is the name of the strait that separates australia and papua new guinea,1
what is the name of the largest desert in the world,1
what is the name of the city located on two continents,1
what is the name of the largest island in the world,1
what is the name of the highest active volcano in europe,1
what is the name of the river that flows through the grand canyon,1
